itemID,item_type,pdf_header
item_328,word,lucht
item_329,word,maan
item_330,word,regen
item_331,word,schommel
item_332,word,schop
item_333,word,sneeuw
item_334,word,sneeuwman
item_335,word,steen
item_336,word,ster
item_337,word,stoep
item_338,word,stok
item_339,word,straat
item_340,word,tuinslang
item_341,word,vlag
item_342,word,water
item_343,word,wind
item_344,word,wolk
item_345,word,zandbak
item_346,word,zon
item_347,word,zwembad
item_348,word,bakker
item_349,word,boerderij
item_350,word,bos
item_351,word,buiten
item_352,word,camping
item_353,word,circus
item_354,word,creche
item_355,word,dierentuin
item_356,word,feestje
item_357,word,film
item_358,word,het_werk_van
item_359,word,huis
item_360,word,kerk
item_361,word,park
item_362,word,picknick
item_363,word,school
item_364,word,slager
item_365,word,speeltuin
item_366,word,tankstation
item_367,word,thuis
item_368,word,tuin
item_369,word,winkel
item_370,word,zee
item_371,word,baby
item_372,word,babysitter
item_373,word,brandweerman
item_374,word,broertje
item_375,word,clown
item_376,word,cowboy
item_377,word,dokter
item_378,word,een_persoon
item_379,word,jongen
item_380,word,juf_meester
item_381,word,kindje
item_382,word,mama
item_383,word,meisje
item_384,word,meneer
item_385,word,mensen
item_386,word,mevrouw
item_387,word,naam_babysitter
item_388,word,naam_huisdier
item_389,word,naam_kind
item_390,word,oma
item_391,word,oom
item_392,word,opa
item_393,word,papa
item_394,word,politie
item_395,word,postbode
item_396,word,tante
item_397,word,verpleegster
item_398,word,vriend
item_399,word,zusje
item_400,word,alstublieft
item_401,word,bellen
item_402,word,dada_doen
item_403,word,dank_u
item_404,word,dodo_doen
item_405,word,eten_avond
item_406,word,hallo
item_407,word,handje_geven
item_408,word,handjes
item_409,word,hoor
item_410,word,in_bad_gaan
item_411,word,ja
item_412,word,k_ga_je_pakken
item_413,word,kiekeboe
item_414,word,middageten
item_415,word,middagslaapje
item_416,word,nee
item_417,word,ontbijten
item_418,word,op_het_potje
item_419,word,ronddraaien
item_420,word,slaapwel
item_421,word,sst
item_422,word,tandjes_poetsen
item_423,word,tot_morgen
item_424,word,winkelen
item_425,word,zo_groot
item_426,word,alles_weg
item_427,word,arm
item_428,word,bang
item_429,word,beter
item_430,word,blauw
item_431,word,blij
item_432,word,bruin
item_433,word,donker
item_434,word,dorst
item_435,word,droog
item_436,word,eerst
item_437,word,gebroken
item_438,word,geel
item_439,word,gek
item_440,word,goed
item_441,word,groen
item_442,word,groot
item_443,word,honger
item_444,word,hoog
item_445,word,is_aan_het_slapen
item_446,word,klein
item_447,word,koud
item_448,word,kwaad
item_449,word,laatste
item_450,word,lang
item_451,word,lawaai
item_452,word,leeg
item_453,word,lief
item_454,word,luid
item_455,word,mals
item_456,word,moe
item_457,word,moeilijk
item_458,word,mooi
item_459,word,nat
item_460,word,nieuw
item_461,word,oranje
item_462,word,oud
item_463,word,pijn
item_464,word,plakkerig
item_465,word,proper
item_466,word,rijk
item_467,word,rood
item_468,word,rustig
item_469,word,slecht
item_470,word,stout
item_471,word,traag
item_472,word,vast
item_473,word,verdrietig
item_474,word,vlug
item_475,word,vol
item_476,word,voorzichtig
item_477,word,vriendelijk
item_478,word,vuil
item_479,word,wakker
item_480,word,warm
item_481,word,wit
item_482,word,zacht
item_483,word,ziek
item_484,word,zwaar
item_485,word,zwart
item_486,word,aanraken
item_487,word,afdrogen
item_488,word,afwassen
item_489,word,bedekken
item_490,word,bijten
item_491,word,blazen
item_492,word,blijven
item_493,word,boetseren
item_494,word,botsen
item_495,word,bouwen
item_496,word,breken
item_497,word,brengen
item_498,word,dansen
item_499,word,delen
item_500,word,denken
item_501,word,doen_alsof
item_502,word,dragen
item_503,word,drinken
item_504,word,drogen
item_505,word,duwen
item_506,word,eindigen
item_507,word,eten
item_508,word,eten_geven
item_509,word,gaan
item_510,word,geef_aan
item_511,word,geven
item_512,word,glijden
item_513,word,gooien
item_514,word,haasten
item_515,word,haten
item_516,word,hebben
item_517,word,helpen
item_518,word,herstellen
item_519,word,horen
item_520,word,houden
item_521,word,houden_van
item_522,word,inschenken
item_523,word,jagen
item_524,word,kietelen
item_525,word,kiezen
item_526,word,kijken
item_527,word,klappen
item_528,word,klimmen
item_529,word,kloppen
item_530,word,knippen
item_531,word,knuffelen
item_532,word,koken
item_533,word,kopen
item_534,word,krijgen
item_535,word,kuisen
item_536,word,kussen
item_537,word,lachen
item_538,word,laten_vallen
item_539,word,lezen
item_540,word,likken
item_541,word,lopen
item_542,word,luisteren
item_543,word,maken
item_544,word,morsen
item_545,word,neergooien
item_546,word,nemen
item_547,word,op_slot_doen
item_548,word,openen
item_549,word,passen
item_550,word,praten
item_551,word,proeven
item_552,word,puzzelen
item_553,word,rijden
item_554,word,schaatsen
item_555,word,scheuren
item_556,word,schilderen
item_557,word,schoppen
item_558,word,schrijven
item_559,word,schudden
item_560,word,slaan
item_561,word,slapen
item_562,word,spatten
item_563,word,spelen
item_564,word,springen
item_565,word,staan
item_566,word,stoppen
item_567,word,strijken
item_568,word,tekenen
item_569,word,tonen
item_570,word,trekken
item_571,word,vallen
item_572,word,vangen
item_573,word,vastmaken
item_574,word,vegen
item_575,word,verstoppen
item_576,word,vinden
item_577,word,wachten
item_578,word,wakker_worden
item_579,word,wandelen
item_580,word,wassen
item_581,word,weggooien
item_582,word,wenen
item_583,word,wensen
item_584,word,werken
item_585,word,zeggen
item_586,word,zetten
item_587,word,zien
item_588,word,zingen
item_589,word,zitten
item_590,word,zwaaien
item_591,word,zwemmen
item_592,word,dadelijk
item_593,word,dag
item_594,word,gisteren
item_595,word,later
item_596,word,morgen
item_597,word,na
item_598,word,nacht
item_599,word,nu
item_600,word,s_morgens
item_601,word,tijd
item_602,word,tot_morgen
item_603,word,tot_straks
item_604,word,vanavond
item_605,word,vandaag
item_606,word,voor
item_607,word,dat
item_608,word,deze
item_609,word,die
item_610,word,dit
item_611,word,haar
item_612,word,hem
item_613,word,hen
item_614,word,het
item_615,word,het_hare
item_616,word,het_zijne
item_617,word,hij
item_618,word,hun
item_619,word,ik
item_620,word,jezelf
item_621,word,jou
item_622,word,jouw
item_623,word,mezelf
item_624,word,mij
item_625,word,mijn
item_626,word,ons
item_627,word,wij
item_628,word,zij_meervoud
item_629,word,zij_meisje
item_630,word,hoe
item_631,word,waar
item_632,word,waarom
item_633,word,wanneer
item_634,word,wat
item_635,word,welke
item_636,word,wie
item_637,word,aan
item_638,word,achter
item_639,word,af
item_640,word,beneden
item_641,word,bij
item_642,word,bovenop
item_643,word,daar
item_644,word,gedaan
item_645,word,dichtbij
item_646,word,hier
item_647,word,in_binnen
item_648,word,in_naar
item_649,word,kortbij
item_650,word,met
item_651,word,naar
item_652,word,naast
item_653,word,om
item_654,word,onder
item_655,word,op
item_656,word,over
item_657,word,rond
item_658,word,terug
item_659,word,uit
item_660,word,van
item_661,word,voor
item_662,word,weg_van
item_663,word,alles
item_664,word,andere
item_665,word,anders
item_666,word,de
item_667,word,een
item_668,word,een_beetje
item_669,word,een_twee_drie
item_670,word,elke
item_671,word,enkele
item_672,word,geen_enkele
item_673,word,het
item_674,word,meer
item_675,word,niet
item_676,word,ook
item_677,word,veel
item_678,word,zelfde
item_679,word,ben
item_680,word,bent
item_681,word,deed
item_682,word,doen
item_683,word,ga_ww
item_684,word,hij_doet
item_685,word,ik_wil
item_686,word,is
item_687,word,kunnen
item_688,word,laat_me
item_689,word,moet
item_690,word,niet_doen
item_691,word,proberen
item_692,word,waren
item_693,word,was
item_694,word,zijn
item_695,word,zou_je_kunnen
item_696,word,zou
item_697,word,zullen
item_698,word,als
item_699,word,daarom
item_700,word,dan
item_701,word,en
item_702,word,maar
item_703,word,omdat
item_704,usage,B1
item_705,usage,B2
item_706,usage,B3
item_707,usage,B4
item_708,usage,B5
item_709,ending,A1
item_710,ending,A2
item_711,ending,A3
item_712,ending,A4
item_713,combine,combineren
item_714,word_ending,bloks
item_715,word_ending,eien
item_716,word_ending,gatten
item_717,word_ending,glassen
item_718,word_ending,kinden
item_719,word_ending,schippen
item_720,word_ending,schoens
item_721,word_ending,varken
item_722,word_ending,voets
item_723,word_ending,geblaasd
item_724,word_ending,gebreekt
item_725,word_ending,gebrengd
item_726,word_ending,gedoen
item_727,word_ending,gedrinkt
item_728,word_ending,geeet
item_729,word_ending,gehoud
item_730,word_ending,gekomt
item_731,word_ending,gekoopt
item_732,word_ending,gekrijgd
item_733,word_ending,geloopt
item_734,word_ending,geneemd
item_735,word_ending,gevald
item_736,word_ending,gevliegd
item_737,word_ending,gezit
item_738,word_ending,verliesd
item_739,word_ending,blaasde
item_740,word_ending,breekte
item_741,word_ending,brengde
item_742,word_ending,doede
item_743,word_ending,drinkte
item_744,word_ending,eette
item_745,word_ending,gade
item_746,word_ending,hebde
item_747,word_ending,houdde
item_748,word_ending,komde
item_749,word_ending,koopte
item_750,word_ending,krijgde
item_751,word_ending,loopte
item_752,word_ending,neemde
item_753,word_ending,valde
item_754,word_ending,verliesde
item_755,word_ending,vliegde
item_756,word_ending,ziede
item_757,word_ending,zitte
item_758,word_form,eieren
item_759,word_form,gaten
item_760,word_form,glazen
item_761,word_form,kinderen
item_762,word_form,neuzen
item_763,word_form,schepen
item_764,word_form,geblazen
item_765,word_form,gebroken
item_766,word_form,gedronken
item_767,word_form,gegaan
item_768,word_form,gegeten
item_769,word_form,gehad
item_770,word_form,gehoord
item_771,word_form,gehouden
item_772,word_form,gekocht
item_773,word_form,gekomen
item_774,word_form,gekregen
item_775,word_form,gelopen
item_776,word_form,genomen
item_777,word_form,gereden
item_778,word_form,gevallen
item_779,word_form,gevlogen
item_780,word_form,gezeten
item_781,word_form,gezien
item_782,word_form,verloren
item_783,word_form,at
item_784,word_form,blies
item_785,word_form,brak
item_786,word_form,dronk
item_787,word_form,ging
item_788,word_form,had
item_789,word_form,hield
item_790,word_form,hoorde
item_791,word_form,kocht
item_792,word_form,kreeg
item_793,word_form,kwam
item_794,word_form,liep
item_795,word_form,nam
item_796,word_form,reed
item_797,word_form,verloor
item_798,word_form,viel
item_799,word_form,vloog
item_800,word_form,zag
item_801,word_form,zat
item_802,combination_examples,D1
item_803,combination_examples,D2
item_804,combination_examples,D3
item_805,complexity,E1
item_806,complexity,E2
item_807,complexity,E3
item_808,complexity,E4
item_809,complexity,E5
item_810,complexity,E6
item_811,complexity,E7
item_812,complexity,E8
item_813,complexity,E9
item_814,complexity,E10
item_815,complexity,E11
item_816,complexity,E12
item_817,complexity,E13
item_818,complexity,E14
item_819,complexity,E15
item_820,complexity,E16
item_821,complexity,E17
item_822,complexity,E18
item_823,complexity,E19
item_824,complexity,E20
item_825,complexity,E21
item_826,complexity,E22
item_827,complexity,E23
item_828,complexity,E24
item_829,complexity,E25
item_830,complexity,E26
item_831,complexity,E27
item_832,complexity,E28
item_833,complexity,E29
item_834,complexity,E30
item_835,complexity,E31
item_836,complexity,E32
item_837,complexity,E33
item_838,complexity,E34
item_839,complexity,E35
item_840,complexity,E36
item_841,complexity,E37
item_842,complexity,E38
item_843,complexity,E39
item_844,complexity,E40
item_845,complexity,E41
item_846,complexity,E42
item_847,complexity,E43
item_848,complexity,E44
item_849,complexity,E45
item_850,complexity,E46
item_851,complexity,E47
item_852,complexity,E48
item_853,complexity,E49
item_854,complexity,E50
item_857,complexity,E51
item_858,complexity,E52
item_859,complexity,E53
item_860,complexity,E54
item_861,complexity,E55
item_862,complexity,E56
item_863,complexity,E57
item_864,complexity,E58
item_865,complexity,E59
item_866,complexity,E60
item_867,complexity,E61
item_868,complexity,E62
item_869,complexity,E63
item_870,complexity,E64
item_871,complexity,E65
item_872,complexity,E66
item_873,complexity,E67
item_874,complexity,E68
item_875,complexity,E69
item_876,complexity,E70
item_877,comments,comments
